,idstd,id,a4a,a6a,a2,a4b_v4,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,ic1,a1,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b3a,b2a,b2b,b2c,b2d,BGDb2a,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,BGDc18,BGDc19,BGDc20,c22b,BMGc7,BMGc8,BMGc18,BMGc23k,BMGc23l,BMGc23m,c30a,d1a1a,d1a1x,d1a6a,d1a6b,d1a6c,d1a3,d2,d2x,d20,d2a1,d2a1x,n3,d3a,d3b,d3c,d4,d5a,BGDd31,d8,d10,d11,d12a,d12b,d13,d14,d15a,BGDd16,BGDd17,BGDd18,BGDd19,BGDd20,BGDd21,BGDd22,BGDd23,BGDd24,BGDd25,BGDd26,BGDd27a,BGDd27b,BGDd27c,BGDd27d,BGDd27e,BGDd27f,d30a,d30b,BGDd30c,BGDd30d,BGDj30,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,f2,COVb1a,COVb1b,g6a,g1a,g2,g3,g4,BGDg5,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,COVk15,k15d,k16,k17,k20a1,k21,BGDk1a,BGDk1b,BGDk1c,BGDk3a,BGDk3b,BGDk3c,BGDk3d,BGDk3e,k30,h7a,BGDj1a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,BGDj12,BGDj16,j16,BGDj21a,BGDj21b,BGDj21c,j30a,j30b,j30c,j30e,j30f,h30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,BGDj31,BGDj32,l1,COVl2,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,BGDl14,BGDl15,BGDl16,BGDl17,BGDl18,BGDl19,SARl21,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2a1,n2i,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
695,863112,13344,Retail,Small,Dhaka City,Retail,52,Retail services,Dhaka MA,27,Medium,5,9,2022,16,29,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Partnership,,50,No,100,0,0,0,No,Yes,50,1988,16,1988,37,No,No,,No,,,No,,,,,,No,,No,,,,,,No,,,Yes,,,,,,,No obstacle,Retail trade of ,"Retail sale of computers, peripheral units in specialized stores",,,,100,35000000,Thirty-five million,50,,,35000000,100,0,0,,,,,-7,,-9,-9,-9,,,Printer,Yes,Quality of the product,8,,Yes,21,No,0,No,No,Extremely,Very much,Very much,Not at all,Not at all,Not at all,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Targets were not achieved,Only senior managers,Yes,Their own performance,Promotions were based solely on performance and ability,-7,,,,Yes,Minor obstacle,No,,,,No,,,No,,,,Yes,17,100,100,No,,,,4000,Square Feet,,No obstacle,No,,,No,,,No obstacle,-9,-9,-9,-9,-9,No,,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,-9,-9,-9,,,,,,,-9,,-9,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No,Yes,Cheque,Cheque,Cheque,-7,Cheque,No obstacle,-7,-7,40,Yes,-9,-9,Yes,0,-9,,No,,,No,,,No,No,No,Strongly agree,Strongly agree,Tend to agree,Major obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,4,2,3,1,6,5,Tax procedures are too complicated,Fewer number of taxes,27,27,27,,,5,15,7,,,0,0,,,75,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,-7,1,2,8,3,14,9,10,13,4,12,15,7,6,11,5,3880000,,300000,,13344,,,5,9,2022,17,41,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,3,Yes,Yes,City with population over 1 million,5239,4741,Dhaka City,Small (5-19),Retail,Fresh,11.31713,16.539152,31.84904,9
696,863113,13367,Retail,Small,Dhaka City,Retail,52,Retail services,Dhaka MA,13,Small,19,3,2022,17,24,1,Bangladesh,Bengali,Establishment,Yes,-9,No,,,Yes,2021,12,31,Partnership,,60,Yes,100,0,0,0,Yes,No,,2006,8,2008,15,No,No,,No,,,No,,,,,,No,,No,,,,,,No,,,Yes,,,,,,,No obstacle,Retail trade of ,"Retail sale in non-specialized stores with food, beverages",,,,80,54000000,Fifty-four million,20,,,55000000,100,0,0,,,,,0,0,100,0,,,,Meat,,,1,Yes,Yes,10,Yes,0,Yes,No,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,-7,No,,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with normal amount of effort,Most managers and some production workers,No,,-7,-7,,,,No,No obstacle,No,,,,No,,,No,,,,No,,-9,-7,No,,,,60,Square Yards,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,Yes,Yes,Yes,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly disagree,Tend to disagree,-9,No,,,No,,-9,,No,,,No,,,No,No,No,Strongly disagree,Strongly disagree,-9,No obstacle,No obstacle,-9,No obstacle,-9,No obstacle,4,5,1,3,6,2,0,Higher thresholds for non-taxable income,14,14,14,,,8,2,2,,,-9,0,,,,2,No,,,,,,,,,,,,,No,No obstacle,No obstacle,-7,7,15,3,5,6,14,1,9,2,8,4,10,11,12,13,1853000,,900000,,13367,,,19,3,2022,18,0,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,3,Yes,Yes,City with population over 1 million,5211,4711,Dhaka City,Small (5-19),Retail,Fresh,11.31713,16.539152,31.84904,9
697,863114,13377,Retail,Small,Khulna,Rubber and plastics products,25,Manufacturing,Khulna,13,Small,8,5,2022,13,21,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2000,20,2000,40,No,No,,No,,,No,,,,,,No,,No,,,No,,,No,,,No,No,,No,Yes,Yes,Yes,No obstacle,Manufacturing of ,Manufacturing of Plastic utensils,,,,40,4176000,Four million and one hundred seventy six thousand,0,3200000,Three million and two hundred thousand,8000000,100,0,0,,,,,0,20,100,0,,,,Recycled plastic,,,12,,Yes,15,No,5,No,No,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Minor obstacle,-7,-7,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Main focus was on short-term (less than one year) production targets,Targets were not achieved,Only senior managers,No,,Non-managers are normally not promoted,Rarely or never,Local_main product sold mostly in same municipality where establishment is located,50,No,Yes,Moderate obstacle,No,,,,No,,,No,,50,72,Yes,12,100,100,No,,,No,,,,No obstacle,Yes,,110000,No,,,No obstacle,90,0,0,0,10,Yes,150000,0,100,,0,,0,,0,,0,,0,,Yes,120000,0,Yes,Yes,No,,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,No,No,No,Yes,Cash,Cash,Cash,Cash,Cash,No obstacle,Tend to agree,Tend to agree,1,No,,,No,,1,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,3,5,6,2,1,4,Tax procedures are too complicated,Fewer number of taxes,13,13,13,11,2,8,3,0,8,0,,0,,,,0,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Tax rates,9,11,13,7,1,2,10,8,6,15,14,4,3,12,5,1300000,417600,360000,1200000,,1000000,4000000,8,5,2022,15,16,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,2,No,No,Over 250.000 to 1 million,2520,2220,Khulna,Small (5-19),Retail,Fresh,5.0756974,6.6586657,7.622707,156
698,863115,13411,Retail,Small,Rajshahi,Retail,52,Retail services,Rajshahi,10,Small,24,3,2022,20,42,1,Bangladesh,Bengali,Firm,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2016,40,2016,7,No,No,,No,,,Yes,40,0,20,10,,No,,No,,,,,,No,,,No,,,,,,,Moderate obstacle,Retail trade of ,Retail seller of all kind of cosmetics,,,,90,18000000,Eighteen million,0,,,20000000,100,0,0,,,,,0,10,50,50,No,,,Ponds face wash,No,,100,,Yes,5,No,25,Yes,No,Extremely,Extremely,Extremely,Extremely,Not at all,Moderately,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No action was taken,No,,No,,,,No,,Promotions were based solely on performance and ability,-7,,,,No,Moderate obstacle,No,,,,No,,,No,,,,Yes,4,0,0,No,,,,4000,Square Feet,,No obstacle,Yes,30,,No,,,No obstacle,30,70,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2016,1000000,No,,,,,,,1,1000000,1000000,No,No,Size of loan and maturity were insufficient,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly agree,Strongly agree,10,Yes,5,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,Strongly agree,Strongly agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,1,4,3,6,2,Tax procedures are too complicated,Increased enforcement or monitoring by the government,12,15,18,,,0,9,3,,,0,0,,,60,,Yes,,,,,30,,No,,,No,,,-7,No obstacle,No obstacle,Access to finance,1,3,2,15,6,11,13,8,7,12,4,14,9,10,5,1800000,,120000,,10000000,,,24,3,2022,21,28,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,5219,4719,Rajshahi,Small (5-19),Retail,Fresh,7.5892353,9.334598,10.731983,124
699,863116,13412,Retail,Small,Khulna,Wholesale,51,Other services,Khulna,17,Small,1,8,2022,13,23,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2001,10,2001,25,No,No,,No,,,Yes,30,0,5,-9,,No,,No,,,,,,No,,,No,,,,,,,No obstacle,Provide services of ,Wholesale of coal,,,,60,150000000,One hundred fifty million,0,,,150000000,100,0,0,,,,,0,5,100,0,,,,Coal,,,10,,Yes,10,No,0,No,No,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Only senior managers,No,,-7,-7,,,,No,-7,No,,,,No,,,No,,,,Yes,8,0,0,No,,,,,,,-7,No,,,No,,,-7,50,50,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,-9,-9,,,,,,,,,,,,,,-9,-9,,,-9,No,No,Yes,Cash,Cash,Cash,Cash,Cash,-7,Tend to agree,Tend to agree,-9,No,,,No,,-8,,-9,,,-9,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,Moderate obstacle,No obstacle,Major obstacle,No obstacle,2,1,5,6,3,4,-8,-9,15,14,14,,,1,4,10,,,0,0,,,,5,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Transport,9,12,11,6,2,5,15,4,14,7,10,3,13,8,1,1780000,,12000,,,,,1,8,2022,13,56,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,2,No,No,Over 250.000 to 1 million,5141,4661,Khulna,Small (5-19),Retail,Fresh,5.0756974,6.6586657,7.622707,156
700,863117,13413,Retail,Small,Greater Dhaka,Retail,52,Retail services,Greater Dhaka,22,Medium,3,9,2022,18,52,1,Bangladesh,Bengali,Establishment,No,,,,,,2022,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2003,11,2003,19,No,No,,No,,,Yes,85,1,0,4,,Yes,4,No,,,,,,-7,,,No,,,,,,,No obstacle,Retail trade of ,Retail sale of automotive fuel,,,,100,22000000,Twenty-two million,0,,,20000000,100,0,0,,,,,-7,,100,0,,,,Compressed natural gas,,,1,No,Yes,19,No,1,Yes,No,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Minor obstacle,-7,-7,No obstacle,No obstacle,No action was taken,No,,No,,,,No,,Non-managers are normally not promoted,Within 6 months of identifying non-manager under-performance,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,10,100,100,No,,,,20000,Square Feet,,No obstacle,No,,,No,,,No obstacle,-9,-9,-9,-9,-9,No,,,,,,,,,,,,,,,,,,Yes,No,-9,,,,,,,,,,,,,,No,No,-9,,Yes,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly agree,Tend to agree,8,Yes,2,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,-9,Tend to agree,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,-7,6,5,1,4,2,3,-9,-9,22,22,22,,,2,5,15,,,0,0,,,50,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,-9,7,2,3,5,11,10,4,8,15,1,12,9,6,14,13,2696000,,75000,,12000000,,,3,9,2022,19,35,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,5050,4730,Greater Dhaka,Small (5-19),Retail,Fresh,8.536947,10.424403,23.291304,47
701,863118,13437,Retail,Small,Dhaka City,Retail,52,Retail services,Dhaka MA,32,Medium,29,7,2022,14,28,1,Bangladesh,Bengali,Establishment,Yes,5,No,,,Yes,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2014,5,2014,30,No,No,,No,,,No,,,,,,No,,No,,,,,,No,,,Yes,,,,,,,No obstacle,Retail trade of ,Retail sale via stalls and markets of other goods,,,,100,17390000,Seventeen million three hundred ninety thousand,0,,,15200000,100,0,0,,,,,-7,,100,0,,,,Land,,,1,No,Yes,5,No,0,No,No,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,-7,-7,-7,-7,-7,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,-7,-7,,,,Yes,-7,No,,,,No,,,No,,,,No,,100,100,No,,,,300,Square Feet,,-7,Yes,,12000,No,,,Moderate obstacle,-9,-9,-9,-9,-9,No,,,,,,,,,,,,,,,,,,Yes,-9,-9,,,,,,,,,,,,,,-9,-9,,,-9,No,No,No,Cash,Cash,Cash,-7,-7,-7,Tend to agree,Tend to agree,-9,-9,,,-9,,-8,,-9,,,-9,,,-9,-9,-9,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,5,3,4,2,1,-8,-9,35,30,30,,,5,20,10,,,0,0,,,75,,No,,,,,,,,,,,,,No,Minor obstacle,No obstacle,-7,1,2,8,3,14,9,10,13,4,12,15,7,6,11,5,4745000,,60000,,13437,,,29,7,2022,14,55,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,Yes,Yes,City with population over 1 million,5252,4789,Dhaka City,Small (5-19),Retail,Fresh,11.31713,16.539152,31.84904,9
702,863119,13442,Retail,Small,Khulna,Retail,52,Retail services,Khulna,9,Small,2,8,2022,10,49,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,No,100,0,0,0,No,No,,2018,8,2018,20,No,No,,No,,,Yes,60,0,59,-9,,No,,No,,,,,,No,,,No,,,,,,,No obstacle,Retail trade of ,Retail sale of automotive fuel,,,,60,9050000,Nine million fifty thousand,0,,,7500000,100,0,0,,,,,-7,,100,0,,,,Automotive fuel,,,3,,No,-9,No,0,No,No,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,No obstacle,-7,No obstacle,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Combination of short term and long term production targets,Possible to achieve with some effort,Only senior managers,No,,-7,-7,,,,No,-7,No,,,,No,,,No,,,,No,,100,100,No,,,,5000,Square Feet,,-7,No,,,No,,,-7,-9,-9,-9,-9,-9,No,,,,,,,,,,,,,,,,,,Yes,-9,-9,,,,,,,,,,,,,,-9,-9,,,-9,No,No,No,Cash,Cash,Cash,-7,Cash,-7,Tend to disagree,Tend to disagree,-9,No,,,No,,-8,,-9,,,-9,,,-9,No,No,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,5,3,1,2,6,4,-8,-9,10,8,8,,,0,3,7,,,0,0,,,,2,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Electricity,13,6,15,9,11,7,8,3,2,10,1,4,14,5,12,1220000,,120000,,5000000,,,2,8,2022,11,10,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,5050,4730,Khulna,Small (5-19),Retail,Fresh,5.0756974,6.6586657,7.622707,156
703,863120,13452,Retail,Small,Sylhet,Retail,52,Retail services,Sylhet,12,Small,11,9,2022,17,19,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Partnership,,50,Yes,100,0,0,0,No,No,,2011,15,2011,12,No,No,,No,,,Yes,60,1,0,10,,No,,No,,,,,,-7,,,Yes,,,,,,,Very severe obstacle,Retail trade of ,Retail sale of food item via stall,,,,100,9000000,Nine million,10,,,8500000,100,0,0,,,,,-7,,100,0,,,,Rice,,,10,,Yes,11,Yes,0,Yes,Yes,Very much,Very much,Very much,Not at all,Not at all,Not at all,No obstacle,-7,-7,Very severe obstacle,No obstacle,-7,Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Targets were not achieved,Only senior managers,No,,-7,-7,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,15,100,0,No,,,,1200,Square Feet,,Very severe obstacle,Yes,,150000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,-9,-9,,,,,,,,,,,,,,-9,-9,,,No,Yes,Yes,Yes,Cash,Cash,-7,-7,Cash,Very severe obstacle,Strongly disagree,-9,2,Yes,1,Yes,No,,-8,,No,,,No,,,No,No,No,Strongly agree,-9,Strongly agree,Very severe obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,3,1,2,5,6,-9,-9,10,8,12,,,0,3,7,,,0,0,,,25,,No,,,,,,,,,,,,,No,No obstacle,Major obstacle,Access to finance,6,5,11,10,2,1,8,13,3,7,15,4,14,12,9,1330000,,360000,,4000000,,,11,9,2022,18,17,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with different managers/staff,1,0,1,No,No,City with population over 1 million,5252,4781,Sylhet,Small (5-19),Retail,Fresh,1.5109789,1.8650544,2.796174,187
704,863121,13456,Retail,Medium,Rajshahi,Food,15,Manufacturing,Rajshahi,26,Medium,26,4,2022,13,12,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,Yes,100,2009,6,2009,15,Yes,No,,No,,,Yes,17,0,30,2,,No,,No,,,No,,,No,,,No,No,,No,Yes,Yes,Yes,Moderate obstacle,Manufacturing of ,Manufacturing of Cattle Feed for fattening and Milk production,,,,70,100000000,One hundred million,30,75000000,Seventy five million,40000000,100,0,0,,,,,0,0,98,2,No,,,Broken rice grain,No,,20,,Yes,7,Yes,30,Yes,Yes,Moderately,Moderately,Moderately,Moderately,Not at all,Moderately,Moderate obstacle,Major obstacle,-7,Moderate obstacle,-7,We fixed it and took action to make sure it did not happen again,No,,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with normal amount of effort,Only senior managers,No,,Non-managers are normally not promoted,Rarely or never,National_main product sold mostly across the country where establishment is located,4,No,No,Moderate obstacle,No,,,,No,,,No,,70,60,No,,100,100,No,,,No,,,,No obstacle,Yes,25,,No,,,Moderate obstacle,2,75,0,0,23,No,,,,,,,,,,,,,,,No,,,Yes,No,Yes,Non-bank financial institutions,2021,2500000,No,,,,,,,3,2100000,950000,No,Yes,,Application was rejected,No,No,No,No,Mobile money payment,Cash,Cash,Cash,Cash,Major obstacle,Tend to disagree,Tend to disagree,2,No,,,No,,1,,No,,,No,,,No,No,No,Strongly agree,Tend to agree,Tend to agree,Moderate obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,4,3,5,1,6,2,Tax procedures are too complicated,Increased ease of paying taxes,20,16,16,13,7,8,5,0,5,0,,0,,,0,,No,,,,,,,,,,,,,No,Minor obstacle,No obstacle,Practices of competitors in the informal sector,2,4,14,12,1,3,13,8,10,9,5,7,15,11,6,2160000,95500000,300000,1900000,,71500000,17500000,26,4,2022,14,7,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,1533,1080,Rajshahi,Medium (20-99),Retail,Fresh,1,1.2796636,1.510945,138
705,863122,13463,Retail,Medium,Rajshahi,Retail,52,Retail services,Rajshahi,28,Medium,9,5,2022,15,54,1,Bangladesh,Bengali,Establishment,Yes,3,No,,,Yes,2021,12,31,Partnership,,25,Yes,100,0,0,0,No,No,,2012,12,2009,10,No,No,,No,,,Yes,30,1,0,,43800,No,,No,,,,,,No,,,No,,,,,,,No obstacle,Retail trade of ,Retail sale of automotive fuel,,,,80,270000000,Two hundred seventy million,0,,,240000000,100,0,0,,,,,0,3,100,0,,,,Fuel,,,1,Yes,Yes,10,No,10,Yes,No,Slightly,Moderately,Very much,Extremely,Not at all,Slightly,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,We fixed it but did not take further action,Yes,1-2 production performance indicators,No,,,,Yes,The firmâ?s performance,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,No,,100,100,No,,,,23100,Square Feet,,No obstacle,Yes,5,,No,,,No obstacle,40,60,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2013,10000000,Yes,Yes,No,No,No,No,20000000,1,2500000,3000000,No,No,Interest rates were not favorable,,No,No,No,No,Bank transfers,Bank transfers,Cash,Cash,Cash,No obstacle,Strongly agree,Tend to disagree,15,Yes,2,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,Tend to agree,Tend to agree,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,2,6,1,5,3,4,Tax officials are corrupt,Increased enforcement or monitoring by the government,28,28,28,,,1,15,12,,,-9,0,,,,7,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Corruption,3,14,7,8,5,6,9,1,13,2,4,12,11,15,10,3180000,,300000,,25000000,,,9,5,2022,16,43,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,5050,4730,Rajshahi,Medium (20-99),Retail,Fresh,1,1.2796636,1.510945,138
706,863123,13471,Retail,Medium,Chattogram,Wholesale,51,Other services,Chattogram,36,Medium,23,6,2022,9,56,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Partnership,,60,Yes,100,0,0,0,No,No,,2002,10,2002,20,No,No,,No,,,Yes,10,0,30,5,,No,,No,,,,,,-7,,,No,,,,,,,Minor obstacle,Wholesale trade of ,Wholesale of Fish,,,,100,320000000,Three hundred twenty million,0,,,300000000,100,0,0,,,,,0,3,100,0,,,,Fish,,,10,,Yes,15,Yes,10,No,No,Slightly,Slightly,Not at all,Moderately,Slightly,Slightly,No obstacle,-7,-7,Moderate obstacle,Minor obstacle,-7,No,,No,,,,No,,-7,-7,,,,Yes,Minor obstacle,No,,,,No,,,No,,,,Yes,4,0,0,No,,,,,,,No obstacle,No,,,No,,,No obstacle,60,40,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Private commercial banks,2021,-8,-9,,,,,,,-9,,-9,No,-9,,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Tend to agree,Tend to agree,50,Yes,1,No,No,,0,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,Minor obstacle,Minor obstacle,Major obstacle,No obstacle,No obstacle,No obstacle,4,5,2,1,6,3,Too many documents or too frequent filing,Increased enforcement or monitoring by the government,36,35,35,,,3,20,13,,,0,0,,,20,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Access to finance,12,4,7,10,15,8,5,3,14,2,11,1,6,13,9,3672000,,60000,,,,,23,6,2022,10,46,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,3,No,No,Over 250.000 to 1 million,5190,4690,Chittagong,Medium (20-99),Retail,Fresh,1,1.8339126,3.3912008,91
707,863124,13473,Retail,Medium,Sylhet,Retail,52,Retail services,Sylhet,7,Small,9,8,2022,17,29,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,No,100,0,0,0,No,No,,2011,6,2011,10,No,No,,No,,,Yes,60,1,0,15,,No,,No,,,,,,-7,,,No,,,,,,,Very severe obstacle,Retail trade of ,Retail sell of all kind of ladies dress,,,,100,18000000,Eighteen million,0,,,20000000,100,0,0,,,,,-7,,100,0,,,,Saree ( shari or saree),,,20,,Yes,5,Yes,0,Yes,Yes,Very much,Very much,Very much,Not at all,Not at all,Not at all,No obstacle,-7,-7,Very severe obstacle,No obstacle,-7,Yes,1-2 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Targets were not achieved,Only senior managers,No,,-7,-7,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,20,100,100,No,,,,320,Square Feet,,Very severe obstacle,Yes,,180000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,No,Yes,Yes,Yes,Cash,Cash,-7,-7,Cash,Very severe obstacle,Strongly disagree,-9,1,Yes,2,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,-9,Tend to agree,Very severe obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,5,2,6,3,1,0,Higher thresholds for non-taxable income,8,4,16,,,0,2,6,,,0,0,,,,4,No,,,,,,,,,,,,,No,No obstacle,Major obstacle,Access to finance,7,15,3,5,6,14,1,9,2,8,4,10,11,12,13,1800000,,360000,,7500000,,,9,8,2022,18,26,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with different managers/staff,1,0,1,No,No,City with population over 1 million,5252,4782,Sylhet,Medium (20-99),Retail,Fresh,1,1.1079338,1.7059054,193
